Rk,Name,Age,Tm,Lg,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,Name-additional
1,Don Aase,30,BAL,AL,10,6,.625,3.78,54,0,43,0,0,14,88.0,83,44,37,6,35,7,67,1,1,0,366,107,3.27,1.341,8.5,0.6,3.6,6.9,1.91,aasedo01
2,Johnny Abrego,22,CHC,NL,1,1,.500,6.38,6,5,0,0,0,0,24.0,32,18,17,3,12,1,13,0,0,0,109,63,4.73,1.833,12.0,1.1,4.5,4.9,1.08,abregjo01
3,Jim Acker,26,TOR,AL,7,2,.778,3.23,61,0,26,0,0,10,86.1,86,35,31,7,43,1,42,3,0,2,370,132,4.36,1.494,9.0,0.7,4.5,4.4,0.98,ackerji01
4,Juan Agosto*,27,CHW,AL,4,3,.571,3.58,54,0,21,0,0,1,60.1,45,27,24,3,23,1,39,3,0,0,246,121,3.33,1.127,6.7,0.4,3.4,5.8,1.70,agostju01
5,Rick Aguilera,23,NYM,NL,10,7,.588,3.24,21,19,1,2,0,0,122.1,118,49,44,8,37,2,74,2,2,5,507,108,3.28,1.267,8.7,0.6,2.7,5.4,2.00,aguilri01
6,Doyle Alexander,34,TOR,AL,17,10,.630,3.45,36,36,0,6,1,0,260.2,268,105,100,28,67,0,142,6,0,9,1090,123,3.83,1.285,9.3,1.0,2.3,4.9,2.12,alexado01
7,Neil Allen,27,TOT,MLB,2,4,.333,4.17,40,1,23,0,0,3,58.1,58,31,27,4,30,6,26,1,1,3,259,92,4.28,1.509,8.9,0.6,4.6,4.0,0.87,allenne01
8,Neil Allen,27,STL,NL,1,4,.200,5.59,23,1,13,0,0,2,29.0,32,22,18,3,17,6,10,1,1,1,135,65,5.20,1.690,9.9,0.9,5.3,3.1,0.59,allenne01
9,Neil Allen,27,NYY,AL,1,0,1.000,2.76,17,0,10,0,0,1,29.1,26,9,9,1,13,0,16,0,0,2,124,148,3.37,1.330,8.0,0.3,4.0,4.9,1.23,allenne01
10,Larry Andersen,32,PHI,NL,3,3,.500,4.32,57,0,19,0,0,3,73.0,78,41,35,5,26,4,50,3,1,1,318,86,3.40,1.425,9.6,0.6,3.2,6.2,1.92,anderla02
11,Joaquin Andujar,32,STL,NL,21,12,.636,3.40,38,38,0,10,2,0,269.2,265,113,102,15,82,12,112,11,0,2,1127,105,3.61,1.287,8.8,0.5,2.7,3.7,1.37,andujjo01
12,Mike Armstrong,31,NYY,AL,0,0,,3.07,9,0,8,0,0,0,14.2,9,5,5,4,2,0,11,0,0,1,54,135,5.14,0.750,5.5,2.5,1.2,6.8,5.50,armstmi01
13,Keith Atherton,26,OAK,AL,4,7,.364,4.30,56,0,21,0,0,3,104.2,89,51,50,17,42,8,77,0,0,2,435,89,4.53,1.252,7.7,1.5,3.6,6.6,1.83,atherke01
14,Doug Bair,35,TOT,MLB,2,0,1.000,6.00,23,3,5,0,0,0,51.0,55,38,34,3,27,5,30,1,1,6,232,68,3.92,1.608,9.7,0.5,4.8,5.3,1.11,bairdo01
15,Doug Bair,35,DET,AL,2,0,1.000,6.24,21,3,4,0,0,0,49.0,54,38,34,3,25,5,30,1,1,6,224,66,3.85,1.612,9.9,0.6,4.6,5.5,1.20,bairdo01
16,Doug Bair,35,STL,NL,0,0,,0.00,2,0,1,0,0,0,2.0,1,0,0,0,2,0,0,0,0,0,8,,5.68,1.500,4.5,0.0,9.0,0.0,0.00,bairdo01
17,Jay Baller,24,CHC,NL,2,3,.400,3.46,20,4,4,0,0,1,52.0,52,21,20,8,17,7,31,1,0,2,223,115,4.53,1.327,9.0,1.4,2.9,5.4,1.82,balleja01
18,Floyd Bannister*,30,CHW,AL,10,14,.417,4.87,34,34,0,4,1,0,210.2,211,121,114,30,100,5,198,4,0,11,928,89,4.14,1.476,9.0,1.3,4.3,8.5,1.98,bannifl01
19,Len Barker,29,ATL,NL,2,9,.182,6.35,20,18,1,0,0,0,73.2,84,55,52,10,37,1,47,1,0,3,335,60,4.72,1.643,10.3,1.2,4.5,5.7,1.27,barkele01
20,Jeff Barkley,25,CLE,AL,0,3,.000,5.27,21,0,6,0,0,1,41.0,37,26,24,5,15,3,30,0,1,2,174,79,3.90,1.268,8.1,1.1,3.3,6.6,2.00,barklje01
21,Salome Barojas,28,SEA,AL,0,5,.000,5.98,17,4,3,0,0,0,52.2,65,40,35,6,33,5,27,0,0,6,250,71,5.02,1.861,11.1,1.0,5.6,4.6,0.82,barojsa01
22,Dave Beard,25,CHC,NL,0,0,,6.39,9,0,5,0,0,0,12.2,16,9,9,2,7,2,4,0,0,0,59,64,5.76,1.816,11.4,1.4,5.0,2.8,0.57,beardda01
23,Jim Beattie,30,SEA,AL,5,6,.455,7.29,18,15,1,1,1,0,70.1,93,61,57,9,33,0,45,3,0,2,335,58,4.60,1.791,11.9,1.2,4.2,5.8,1.36,beattji01
24,Joe Beckwith,30,KCR,AL,1,5,.167,4.07,49,0,21,0,0,1,95.0,99,45,43,9,32,8,80,3,0,6,410,101,3.34,1.379,9.4,0.9,3.0,7.6,2.50,beckwjo01
25,Steve Bedrosian,27,ATL,NL,7,15,.318,3.83,37,37,0,0,0,0,206.2,198,101,88,17,111,6,134,5,0,6,907,100,4.14,1.495,8.6,0.7,4.8,5.8,1.21,bedrost01
26,Rick Behenna,25,CLE,AL,0,2,.000,7.78,4,4,0,0,0,0,19.2,29,17,17,3,8,0,4,0,0,1,91,54,5.48,1.881,13.3,1.4,3.7,1.8,0.50,behenri01
27,Eric Bell*,21,BAL,AL,0,0,,4.76,4,0,3,0,0,0,5.2,4,3,3,1,4,0,4,0,0,0,24,90,5.68,1.412,6.4,1.6,6.4,6.4,1.00,beller01
28,Juan Berenguer,30,DET,AL,5,6,.455,5.59,31,13,9,0,0,0,95.0,96,67,59,12,48,3,82,1,1,4,424,73,4.15,1.516,9.1,1.1,4.5,7.8,1.71,berenju01
29,Bruce Berenyi,30,NYM,NL,1,0,1.000,2.63,3,3,0,0,0,0,13.2,8,6,4,0,10,0,10,1,0,3,58,137,3.64,1.317,5.3,0.0,6.6,6.6,1.00,berenbr01
30,Karl Best,26,SEA,AL,2,1,.667,1.95,15,0,7,0,0,4,32.1,25,9,7,1,6,0,32,1,0,0,128,218,1.76,0.959,7.0,0.3,1.7,8.9,5.33,bestka01
31,Mike Bielecki,25,PIT,NL,2,3,.400,4.53,12,7,1,0,0,0,45.2,45,26,23,5,31,1,22,1,1,1,211,80,5.25,1.664,8.9,1.0,6.1,4.3,0.71,bielemi01
32,Tim Birtsas*,24,OAK,AL,10,6,.625,4.01,29,25,4,2,0,0,141.1,124,72,63,18,91,0,94,3,0,6,624,95,5.00,1.521,7.9,1.1,5.8,6.0,1.03,birtsti01
33,Bud Black*,28,KCR,AL,10,15,.400,4.33,33,33,0,5,2,0,205.2,216,111,99,17,59,4,122,8,1,9,885,95,3.55,1.337,9.5,0.7,2.6,5.3,2.07,blackbu02
34,Vida Blue*,35,SFG,NL,8,8,.500,4.47,33,20,5,1,0,0,131.0,115,70,65,17,80,1,103,1,2,8,574,78,4.65,1.489,7.9,1.2,5.5,7.1,1.29,bluevi01
35,Bert Blyleven,34,TOT,AL,17,16,.515,3.16,37,37,0,24,5,0,293.2,264,121,103,23,75,1,206,9,1,4,1203,134,3.16,1.154,8.1,0.7,2.3,6.3,2.75,blylebe01
36,Bert Blyleven,34,CLE,AL,9,11,.450,3.26,23,23,0,15,4,0,179.2,163,76,65,14,49,1,129,7,1,1,743,128,3.20,1.180,8.2,0.7,2.5,6.5,2.63,blylebe01
37,Bert Blyleven,34,MIN,AL,8,5,.615,3.00,14,14,0,9,1,0,114.0,101,45,38,9,26,0,77,2,0,3,460,146,3.10,1.114,8.0,0.7,2.1,6.1,2.96,blylebe01
38,Mike Boddicker,27,BAL,AL,12,17,.414,4.07,32,32,0,9,2,0,203.1,227,104,92,13,89,7,135,5,0,5,899,99,3.57,1.554,10.0,0.6,3.9,6.0,1.52,boddimi01
39,Joe Boever,24,STL,NL,0,0,,4.41,13,0,5,0,0,0,16.1,17,8,8,3,4,1,20,0,0,1,69,83,3.36,1.286,9.4,1.7,2.2,11.0,5.00,boevejo01
40,Tommy Boggs,29,TEX,AL,0,0,,11.57,4,0,0,0,0,0,7.0,13,9,9,3,2,0,6,0,0,0,36,38,7.40,2.143,16.7,3.9,2.6,7.7,3.00,boggsto01
41,Greg Booker,25,SDP,NL,0,1,.000,6.85,17,0,9,0,0,0,22.1,20,17,17,3,17,2,7,1,0,5,102,52,6.22,1.657,8.1,1.2,6.9,2.8,0.41,bookegr01
42,Rich Bordi,26,NYY,AL,6,8,.429,3.21,51,3,16,0,0,2,98.0,95,41,35,5,29,4,64,1,0,1,415,126,2.96,1.265,8.7,0.5,2.7,5.9,2.21,bordiri01
43,Derek Botelho,28,CHC,NL,1,3,.250,5.32,11,7,0,1,0,0,44.0,52,27,26,8,23,1,23,2,0,2,203,75,5.71,1.705,10.6,1.6,4.7,4.7,1.00,botelde01
44,Oil Can Boyd,25,BOS,AL,15,13,.536,3.70,35,35,0,13,3,0,272.1,273,117,112,26,67,3,154,4,1,1,1132,116,3.58,1.248,9.0,0.9,2.2,5.1,2.30,boydoi01
45,Tom Brennan,32,LAD,NL,1,3,.250,7.39,12,4,2,0,0,0,31.2,41,26,26,2,11,4,17,0,3,0,144,47,3.47,1.642,11.7,0.6,3.1,4.8,1.55,brennto01
46,Mark Brown,25,MIN,AL,0,0,,6.89,6,0,4,0,0,0,15.2,21,13,12,1,7,0,5,0,0,0,73,65,4.22,1.787,12.1,0.6,4.0,2.9,0.71,brownma02
47,Mike Brown,26,BOS,AL,0,0,,21.60,2,1,0,0,0,0,3.1,9,8,8,0,3,0,3,0,1,0,22,22,3.58,3.600,24.3,0.0,8.1,8.1,1.00,brownmi01
48,Tom Browning*,25,CIN,NL,20,9,.690,3.55,38,38,0,6,4,0,261.1,242,111,103,29,73,8,155,3,0,2,1083,106,3.81,1.205,8.3,1.0,2.5,5.3,2.12,brownto05
49,Warren Brusstar,33,CHC,NL,4,3,.571,6.05,51,0,20,0,0,4,74.1,87,55,50,8,36,11,34,3,0,3,346,66,4.74,1.655,10.5,1.0,4.4,4.1,0.94,brusswa01
50,Bob Buchanan*,24,CIN,NL,1,0,1.000,8.44,14,0,3,0,0,0,16.0,25,15,15,4,9,1,3,0,0,1,77,45,7.25,2.125,14.1,2.3,5.1,1.7,0.33,buchabo01
51,Tim Burke,26,MON,NL,9,4,.692,2.39,78,0,31,0,0,8,120.1,86,32,32,9,44,14,87,7,0,7,483,143,3.48,1.080,6.4,0.7,3.3,6.5,1.98,burketi01
52,Britt Burns*,26,CHW,AL,18,11,.621,3.96,36,34,1,8,4,0,227.0,206,105,100,26,79,1,172,2,0,2,944,109,3.73,1.256,8.2,1.0,3.1,6.8,2.18,burnsbr01
53,Ray Burris,34,MIL,AL,9,13,.409,4.81,29,28,0,6,0,0,170.1,182,95,91,25,53,0,81,3,0,7,738,86,4.63,1.380,9.6,1.3,2.8,4.3,1.53,burrira01
54,Dennis Burtt,27,MIN,AL,2,2,.500,3.81,5,2,1,0,0,0,28.1,20,13,12,2,7,0,9,0,1,1,109,116,3.71,0.953,6.4,0.6,2.2,2.9,1.29,burttde01
55,John Butcher,28,MIN,AL,11,14,.440,4.98,34,33,0,8,2,0,207.2,239,125,115,24,43,4,92,6,1,5,893,88,4.01,1.358,10.4,1.0,1.9,4.0,2.14,butchjo01
56,Sal Butera,32,MON,NL,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,3,,2.68,0.000,0.0,0.0,0.0,0.0,,butersa01
57,Marty Bystrom,26,NYY,AL,3,2,.600,5.71,8,8,0,0,0,0,41.0,44,29,26,8,19,0,16,1,0,0,180,71,5.90,1.537,9.7,1.8,4.2,3.5,0.84,bystrma01
58,Jeff Calhoun*,27,HOU,NL,2,5,.286,2.54,44,0,21,0,0,4,63.2,56,21,18,2,24,4,47,0,1,4,259,137,2.75,1.257,7.9,0.3,3.4,6.6,1.96,calhoje01
59,Ernie Camacho,30,CLE,AL,0,1,.000,8.10,2,0,1,0,0,0,3.1,4,3,3,0,1,0,2,0,0,1,15,57,2.38,1.500,10.8,0.0,2.7,5.4,2.00,camacer01
60,Rick Camp,32,ATL,NL,4,6,.400,3.95,66,2,23,0,0,3,127.2,130,72,56,8,61,11,49,5,0,4,569,97,4.28,1.496,9.2,0.6,4.3,3.5,0.80,campri01
61,Bill Campbell,36,STL,NL,5,3,.625,3.50,50,0,18,0,0,4,64.1,55,32,25,5,21,9,41,2,0,1,270,103,3.49,1.181,7.7,0.7,2.9,5.7,1.95,campbbi02
62,John Candelaria*,31,TOT,MLB,9,7,.563,3.73,50,13,26,1,1,9,125.1,127,56,52,14,38,3,100,4,0,2,530,105,3.55,1.316,9.1,1.0,2.7,7.2,2.63,candejo01
63,John Candelaria*,31,PIT,NL,2,4,.333,3.64,37,0,26,0,0,9,54.1,57,23,22,7,14,2,47,1,0,0,229,100,3.46,1.307,9.4,1.2,2.3,7.8,3.36,candejo01
64,John Candelaria*,31,CAL,AL,7,3,.700,3.80,13,13,0,1,1,0,71.0,70,33,30,7,24,1,53,3,0,2,301,110,3.61,1.324,8.9,0.9,3.0,6.7,2.21,candejo01
65,Steve Carlton*,40,PHI,NL,1,8,.111,3.33,16,16,0,0,0,0,92.0,84,43,34,6,53,4,48,0,2,3,401,112,4.22,1.489,8.2,0.6,5.2,4.7,0.91,carltst01
66,Don Carman*,25,PHI,NL,9,4,.692,2.08,71,0,33,0,0,7,86.1,52,25,20,6,38,3,87,2,0,1,342,179,2.96,1.042,5.4,0.6,4.0,9.1,2.29,carmado01
67,Chuck Cary*,25,DET,AL,0,1,.000,3.42,16,0,6,0,0,2,23.2,16,9,9,2,8,1,22,2,0,0,95,121,3.19,1.014,6.1,0.8,3.0,8.4,2.75,carych01
68,Bobby Castillo,30,LAD,NL,2,2,.500,5.43,35,5,5,0,0,0,68.0,59,42,41,9,41,6,57,1,0,2,301,64,4.58,1.471,7.8,1.2,5.4,7.5,1.39,castibo01
69,Bill Caudill,28,TOR,AL,4,6,.400,2.99,67,0,51,0,0,14,69.1,53,26,23,9,35,6,46,2,0,0,297,142,4.65,1.269,6.9,1.2,4.5,6.0,1.31,caudibi01
70,John Cerutti*,25,TOR,AL,0,2,.000,5.40,4,1,1,0,0,0,6.2,10,7,4,1,4,0,5,1,0,2,36,83,5.38,2.100,13.5,1.4,5.4,6.8,1.25,cerutjo01
71,Rocky Childress,23,PHI,NL,0,1,.000,6.21,16,1,3,0,0,0,33.1,45,23,23,3,9,3,14,0,0,1,151,60,3.82,1.620,12.2,0.8,2.4,3.8,1.56,childro01
72,Jim Clancy,29,TOR,AL,9,6,.600,3.78,23,23,0,1,0,0,128.2,117,54,54,15,37,0,66,0,0,2,527,112,4.04,1.197,8.2,1.0,2.6,4.6,1.78,clancji01
73,Bryan Clark*,28,CLE,AL,3,4,.429,6.32,31,3,10,0,0,2,62.2,78,47,44,8,34,2,24,0,0,5,290,66,5.21,1.787,11.2,1.1,4.9,3.4,0.71,clarkbr01
74,Stan Clarke*,24,TOR,AL,0,0,,4.50,4,0,2,0,0,0,4.0,3,2,2,1,2,0,2,0,0,0,16,103,6.43,1.250,6.8,2.3,4.5,4.5,1.00,clarkst02
75,Mark Clear,29,BOS,AL,1,3,.250,3.72,41,0,30,0,0,3,55.2,45,26,23,1,50,10,55,5,0,8,259,116,3.91,1.707,7.3,0.2,8.1,8.9,1.10,clearma01
76,Roger Clemens,22,BOS,AL,7,5,.583,3.29,15,15,0,3,1,0,98.1,83,38,36,5,37,0,74,3,3,1,407,130,3.06,1.220,7.6,0.5,3.4,6.8,2.00,clemero02
77,Pat Clements*,23,TOT,MLB,5,2,.714,3.46,68,0,19,0,0,3,96.1,86,37,37,6,40,5,36,2,0,3,400,115,4.05,1.308,8.0,0.6,3.7,3.4,0.90,clemepa01
78,Pat Clements*,23,CAL,AL,5,0,1.000,3.34,41,0,12,0,0,1,62.0,47,23,23,4,25,2,19,2,0,1,247,125,4.22,1.161,6.8,0.6,3.6,2.8,0.76,clemepa01
79,Pat Clements*,23,PIT,NL,0,2,.000,3.67,27,0,7,0,0,2,34.1,39,14,14,2,15,3,17,0,0,2,153,99,3.76,1.573,10.2,0.5,3.9,4.5,1.13,clemepa01
80,Stew Cliburn,28,CAL,AL,9,3,.750,2.09,44,0,26,0,0,6,99.0,87,25,23,5,26,6,48,1,0,2,395,199,3.19,1.141,7.9,0.5,2.4,4.4,1.85,clibust02
81,Jaime Cocanower,28,MIL,AL,6,8,.429,4.33,24,15,2,3,1,0,116.1,122,72,56,6,73,2,44,8,0,13,534,96,4.69,1.676,9.4,0.5,5.6,3.4,0.60,cocanja01
82,Chris Codiroli,27,OAK,AL,14,14,.500,4.46,37,37,0,4,0,0,226.0,228,125,112,23,78,2,111,3,1,8,975,86,4.10,1.354,9.1,0.9,3.1,4.4,1.42,codirch01
83,Tim Conroy*,25,OAK,AL,0,1,.000,4.26,16,2,7,0,0,0,25.1,22,15,12,3,15,1,8,1,0,4,110,91,5.49,1.461,7.8,1.1,5.3,2.8,0.53,conroti01
84,Glen Cook,25,TEX,AL,2,3,.400,9.45,9,7,1,0,0,0,40.0,53,42,42,12,18,1,19,3,0,1,187,45,7.21,1.775,11.9,2.7,4.1,4.3,1.06,cookgl01
85,Don Cooper,29,NYY,AL,0,0,,5.40,7,0,2,0,0,0,10.0,12,6,6,2,3,0,4,0,0,1,44,77,5.38,1.500,10.8,1.8,2.7,3.6,1.33,coopedo01
86,Doug Corbett,32,CAL,AL,3,3,.500,4.89,30,0,11,0,0,0,46.0,49,33,25,7,20,3,24,1,0,0,203,86,4.99,1.500,9.6,1.4,3.9,4.7,1.20,corbedo01
87,Ed Correa,19,CHW,AL,1,0,1.000,6.97,5,1,3,0,0,0,10.1,11,9,8,2,11,0,10,0,0,1,51,64,6.46,2.129,9.6,1.7,9.6,8.7,0.91,correed01
88,Joe Cowley,26,NYY,AL,12,6,.667,3.95,30,26,2,1,0,0,159.2,132,75,70,29,85,2,97,6,1,5,684,102,5.54,1.359,7.4,1.6,4.8,5.5,1.14,cowlejo01
89,Danny Cox,25,STL,NL,18,9,.667,2.88,35,35,0,10,4,0,241.0,226,91,77,19,64,5,131,3,1,3,989,124,3.46,1.203,8.4,0.7,2.4,4.9,2.05,coxda01
90,Steve Crawford,27,BOS,AL,6,5,.545,3.76,44,1,26,0,0,12,91.0,103,47,38,5,28,8,58,0,0,5,394,114,3.05,1.440,10.2,0.5,2.8,5.7,2.07,crawfst01
91,Keith Creel,26,CLE,AL,2,5,.286,4.79,15,8,5,0,0,0,62.0,73,35,33,7,23,2,31,2,0,1,277,87,4.36,1.548,10.6,1.0,3.3,4.5,1.35,creelke01
92,Ron Darling,24,NYM,NL,16,6,.727,2.90,36,35,1,4,2,0,248.0,214,93,80,21,114,1,167,3,1,7,1043,120,3.85,1.323,7.8,0.8,4.1,6.1,1.46,darliro01
93,Danny Darwin,29,MIL,AL,8,18,.308,3.80,39,29,8,11,1,2,217.2,212,112,92,34,65,4,125,4,0,6,919,109,4.52,1.273,8.8,1.4,2.7,5.2,1.92,darwida01
94,Joel Davis,20,CHW,AL,3,3,.500,4.16,12,11,0,1,0,0,71.1,71,34,33,6,26,0,37,1,0,1,307,104,3.88,1.360,9.0,0.8,3.3,4.7,1.42,davisjo03
95,Mark Davis*,24,SFG,NL,5,12,.294,3.54,77,1,38,0,0,7,114.1,89,49,45,13,41,7,131,3,1,6,465,98,3.03,1.137,7.0,1.0,3.2,10.3,3.20,davisma01
96,Ron Davis,29,MIN,AL,2,6,.250,3.48,57,0,50,0,0,25,64.2,55,28,25,7,35,6,72,4,1,8,285,126,3.67,1.392,7.7,1.0,4.9,10.0,2.06,davisro02
97,Steve Davis*,24,TOR,AL,2,1,.667,3.54,10,5,1,0,0,0,28.0,23,14,11,5,13,0,22,0,0,0,117,121,4.83,1.286,7.4,1.6,4.2,7.1,1.69,davisst03
98,Storm Davis,23,BAL,AL,10,8,.556,4.53,31,28,0,8,1,0,175.0,172,92,88,11,70,5,93,1,1,2,750,89,3.66,1.383,8.8,0.6,3.6,4.8,1.33,davisst02
99,Bill Dawley,27,HOU,NL,5,3,.625,3.56,49,0,19,0,0,2,81.0,76,35,32,7,37,7,48,0,0,2,347,98,3.99,1.395,8.4,0.8,4.1,5.3,1.30,dawlebi01
100,Ken Dayley*,26,STL,NL,4,4,.500,2.76,57,0,27,0,0,11,65.1,65,24,20,2,18,9,62,0,0,4,271,130,2.01,1.270,9.0,0.3,2.5,8.5,3.44,dayleke01
101,Jeff Dedmon,25,ATL,NL,6,3,.667,4.08,60,0,15,0,0,0,86.0,84,52,39,5,49,14,41,1,1,2,377,94,4.23,1.547,8.8,0.5,5.1,4.3,0.84,dedmoje01
102,Jose DeLeon,24,PIT,NL,2,19,.095,4.70,31,25,5,1,0,3,162.2,138,93,85,15,89,3,149,3,1,7,700,77,3.75,1.395,7.6,0.8,4.9,8.2,1.67,deleojo01
103,Luis DeLeon,26,SDP,NL,0,3,.000,4.19,29,0,13,0,0,3,38.2,39,18,18,6,10,4,31,3,0,1,163,85,4.11,1.267,9.1,1.4,2.3,7.2,3.10,deleolu01
104,John Denny,32,PHI,NL,11,14,.440,3.82,33,33,0,6,2,0,230.2,252,112,98,15,83,5,123,3,0,8,998,97,3.58,1.452,9.8,0.6,3.2,4.8,1.48,dennyjo01
105,Jim Deshaies*,25,HOU,NL,0,0,,0.00,2,0,0,0,0,0,3.0,1,0,0,0,0,0,2,0,0,0,10,,1.35,0.333,3.0,0.0,0.0,6.0,,deshaji01
106,Carlos Diaz*,27,LAD,NL,6,3,.667,2.61,46,0,21,0,0,0,79.1,70,28,23,7,18,6,73,0,0,1,326,133,2.67,1.109,7.9,0.8,2.0,8.3,4.06,diazca01
107,Frank DiPino*,28,HOU,NL,3,7,.300,4.03,54,0,29,0,0,6,76.0,69,44,34,7,43,6,49,2,1,4,329,86,4.37,1.474,8.2,0.8,5.1,5.8,1.14,dipinfr01
108,Ken Dixon,24,BAL,AL,8,4,.667,3.67,34,18,7,3,1,1,162.0,144,68,66,20,64,7,108,2,2,5,683,110,4.18,1.284,8.0,1.1,3.6,6.0,1.69,dixonke01
109,John Dopson,21,MON,NL,0,2,.000,11.08,4,3,0,0,0,0,13.0,25,17,16,4,4,0,4,0,0,2,70,32,6.99,2.231,17.3,2.8,2.8,2.8,1.00,dopsojo01
110,Jim Dorsey,29,BOS,AL,0,1,.000,20.25,2,1,0,0,0,0,5.1,12,12,12,2,10,1,2,0,0,0,37,23,12.43,4.125,20.3,3.4,16.9,3.4,0.20,dorseji01
111,Richard Dotson,26,CHW,AL,3,4,.429,4.47,9,9,0,0,0,0,52.1,53,30,26,5,17,1,33,3,0,0,226,97,3.81,1.338,9.1,0.9,2.9,5.7,1.94,dotsori01
112,Dave Dravecky*,29,SDP,NL,13,11,.542,2.93,34,31,1,7,2,0,214.2,200,79,70,18,57,5,105,1,2,2,876,120,3.61,1.197,8.4,0.8,2.4,4.4,1.84,draveda01
113,Jamie Easterly*,32,CLE,AL,4,1,.800,3.92,50,7,18,0,0,0,98.2,96,52,43,9,53,4,58,4,0,7,435,106,4.43,1.510,8.8,0.8,4.8,5.3,1.09,easteja01
114,Dennis Eckersley,30,CHC,NL,11,7,.611,3.08,25,25,0,6,2,0,169.1,145,61,58,15,19,4,117,3,3,0,664,129,2.84,0.969,7.7,0.8,1.0,6.2,6.16,eckerde01
115,Steve Engel*,23,CHC,NL,1,5,.167,5.57,11,8,1,1,0,1,51.2,61,36,32,10,26,1,29,0,1,2,237,72,5.59,1.684,10.6,1.7,4.5,5.1,1.12,engelst01
